StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q33,Q34,Q35,baseline_timer_First Click,baseline_timer_Last Click,baseline_timer_Page Submit,baseline_timer_Click Count,Q30,baseline_learning,main1_timer_First Click,main1_timer_Last Click,main1_timer_Page Submit,main1_timer_Click Count,main2_timer_First Click,main2_timer_Last Click,main2_timer_Page Submit,main2_timer_Click Count,main2_satisficing,main_pre_timer_First Click,main_pre_timer_Last Click,main_pre_timer_Page Submit,main_pre_timer_Click Count,main_pre_prompt_q,prompt_a1_timer_First Click,prompt_a1_timer_Last Click,prompt_a1_timer_Page Submit,prompt_a1_timer_Click Count,prompt_arch_timer_First Click,prompt_arch_timer_Last Click,prompt_arch_timer_Page Submit,prompt_arch_timer_Click Count,prompt_curb_appeal_t_First Click,prompt_curb_appeal_t_Last Click,prompt_curb_appeal_t_Page Submit,prompt_curb_appeal_t_Click Count,prompt_control_timer_First Click,prompt_control_timer_Last Click,prompt_control_timer_Page Submit,prompt_control_timer_Click Count,post_timer_First Click,post_timer_Last Click,post_timer_Page Submit,post_timer_Click Count,post_q,end_timer_First Click,end_timer_Last Click,end_timer_Page Submit,end_timer_Click Count,end_q,Q_TotalDuration,MTurkCode,end_q - Topics
2017-12-07 01:55:27,2017-12-07 02:21:30,IP Address,68.40.226.103,100,1563,True,2017-12-07 02:21:30,R_3EiLTL6df6VH1vm,,,,,42.375503540039,-83.077201843262,anonymous,EN,Yes,Yes,Yes,21.502,28.222,31.549,2,Definitely not,No,0,0,21.376,0,15.841,15.841,22.287,1,,13.766,209.9,397.587,3,"It's a beautiful red brick building. There is a front yard with some flowering plants. Front of the house has three windows on second floor and attic, but the first floor has only two large windows. There is an arched entrance. In all likelihood it's a single family house.",,,,,276.031,295.152,296.678,3,,,,,,,,,16.823,542.318,645.82,9,"It's a typical Georgian style house. Its symmetrical features are the hallmark of Georgian style. The brick building has two floors and the attic.  It has crowned entrance and side gabled roof - as they are common in Georgian style. The front facade is symmetrically divided by white color windows, which contrast the red bricks.",2.493,2.493,64.539,1,Great study. Very neat.,1563,1211195625,
2017-12-02 20:11:42,2017-12-02 20:15:48,IP Address,68.118.44.88,46,245,False,2017-12-09 20:15:54,R_26na3hagn2388ot,,,,,,,anonymous,EN,Yes,Yes,Yes,48.235,54.356,57.247,3,Definitely not,No,0,0,52.206,0,15.904,15.904,18.692,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245,,
2017-12-02 22:34:43,2017-12-02 22:35:47,IP Address,73.73.9.218,46,63,False,2017-12-09 22:35:57,R_2bs95vR5GhvktIl,,,,,,,anonymous,EN,Yes,Yes,Yes,6.486,15.197,17.582,8,Definitely not,No,0.464,4.501,4.998,2,4.312,8.14,8.148,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,,
2017-12-02 22:40:15,2017-12-02 22:58:02,IP Address,66.66.25.64,46,1066,False,2017-12-09 22:58:41,R_DN2SjahVY2mlcC5,,,,,,,anonymous,EN,Yes,Yes,Yes,643.727,663.95,683.532,3,Definitely not,No,13.947,13.947,36.967,1,11.996,106.004,124.604,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1066,,
2017-12-06 22:15:21,2017-12-06 22:20:28,IP Address,173.244.48.44,85,307,False,2017-12-13 22:20:29,R_1NmfRmqgBsJfgYh,,,,,,,anonymous,EN,Yes,Yes,Yes,39.857,47.541,48.734,5,Definitely not,Yes,0,0,0.693,0,8.479,8.479,9.375,1,,1.239,1.239,13.039,1,"beautiful, majestic, historic, rustic",,,,,0,0,5.837,0,,,,,,,,,,,,,,,,,,,307,,
2017-12-20 21:53:23,2017-12-20 21:54:03,IP Address,68.63.12.89,100,40,True,2017-12-20 21:54:04,R_O7oHoyrQJvFzd9D,,,,,31.261703491211,-85.414199829102,anonymous,EN,Yes,Yes,Yes,3.775,3.775,9.899,1,Definitely not,Yes,0,0,0.402,0,2.678,2.678,5.065,1,,3.104,3.104,8.686,1,"red, brick, normal, small",,,,,,,,,0,0,0.657,0,,,,,0,0,2.576,0,no,0,0,1.477,0,no,40,4804709590,
2017-12-20 21:53:24,2017-12-20 21:54:48,IP Address,99.60.232.78,100,83,True,2017-12-20 21:54:48,R_3qassBmvbhs1VTc,,,,,38.701202392578,-90.366996765137,anonymous,EN,Yes,Yes,Yes,0,0,2.027,0,A little bit,Yes,0,0,1.439,0,8.382,16.428,19.415,4,,2.764,2.764,20.842,1,The house is a big house. It has a red awning. IT also has a lot of windows. And it has a nice front yard.,,,,,0,0,1.536,0,,,,,,,,,0,0,17.824,0,"This house is big. It has a lot of windows. Kind of looks like home alone, This house makes me sad.",0,0,3.443,0,No thanks!,83,4213219746,
2017-12-20 21:53:07,2017-12-20 21:56:14,IP Address,107.145.113.42,100,186,True,2017-12-20 21:56:14,R_2tlNjBTzkyi2mrh,,,,,28.211898803711,-80.75830078125,anonymous,EN,Yes,Yes,Yes,5.228,8.293,13.379,2,Definitely not,No,0,0,6.481,0,4.846,4.846,6.158,1,,4.433,4.433,64.216,1,An older brick house. It has two bay windows in the front. It appears to be three stories with usable space in the attic area. The lawn and garden are well maintained.,0,0,20.481,0,,,,,,,,,,,,,1.249,1.249,44.322,1,A Georgain style brick house. Three stories with usable space in the attic area. Many windows showing. It appears to have at least two fireplaces.,1.319,1.319,3.697,1,,186,5182840777,
2017-12-20 21:54:06,2017-12-20 21:56:16,IP Address,71.115.145.137,100,130,True,2017-12-20 21:56:16,R_eJuJ1NIPl3zacsF,,,,,43.158706665039,-76.332702636719,anonymous,EN,Yes,Yes,Yes,4.869,6.974,7.226,4,A little bit,Yes,0,0,4.123,0,16.644,16.644,17.253,1,,4.182,42.038,42.247,6,Colorful front lawn. Nice classic era look on the front. Two story house. Relatively expensive looking.,,,,,,,,,,,,,7.049,10.089,10.786,2,1.61,22.137,29.436,4,Looks like a colonial design. Sparse front lawn. uniformed in color. looks relatively ugly,1.467,1.467,2.269,1,,130,2395713953,
2017-12-20 21:53:36,2017-12-20 21:56:30,IP Address,75.57.249.163,100,174,True,2017-12-20 21:56:31,R_2fscTmnQM13Xumu,,,,,26.022201538086,-80.149597167969,anonymous,EN,Yes,Yes,Yes,6.103,8.784,9.871,2,Not really,Yes,0,0,2.874,0,10.794,10.794,11.99,1,,5.055,5.055,54.655,1,"This house looks quite quaint, perhaps for a newlywed couple. Or this house belongs in the suburbs. The neighbors must be really nice. Looks like it could have a big yard.",,,,,,,,,0,0,19.588,0,,,,,2.057,2.057,50.362,1,Not my ideal house to live in. I see a couple with kids living here. Looks like the house is in england. The house could be in the suburbs.,2.819,2.819,12.363,1,I enjoy this study. Thanks.,174,1566762393,
2017-12-20 21:54:44,2017-12-20 21:56:35,IP Address,71.94.230.139,100,110,True,2017-12-20 21:56:35,R_wMmiJWGeqPLzBbH,,,,,44.121307373047,-124.00230407715,anonymous,EN,Yes,Yes,Yes,0,0,2.932,0,A little bit,No,0,0,0.617,0,5.813,10.009,12.492,4,,4.245,4.245,32.739,1,"colonial looking house, brick exterior. Nice outsude landscaping. Beautiful windows ",,,,,0,0,0.796,0,,,,,,,,,0,0,41.776,0,"Tell home with brick exterior. lots of windows. Nice tall pitch roof ",0,0,2.645,0,no,110,4728675289,
2017-12-20 21:53:49,2017-12-20 21:57:25,IP Address,70.37.209.175,100,215,True,2017-12-20 21:57:25,R_1BQmbNtSAEQHCHn,,,,,42.445404052734,-96.856002807617,anonymous,EN,Yes,Yes,Yes,33.951,38.122,39.541,2,Definitely not,Yes,0,0,6.169,0,5.62,5.62,6.694,1,,6.139,6.139,39.198,1,The house needs a new roof. The shrubbery in front needs trimmed down. The windows are beautiful craftsman windows. The house has great curb appeal.,0,0,25.626,0,,,,,,,,,,,,,0,0,50.492,0,This Georgian style house is gorgeous. The front of the house is very appealing. The windows are very inviting. The property itself needs help.,3.027,3.027,4.253,1,,215,8307422781,
2017-12-20 21:52:53,2017-12-20 21:57:26,IP Address,141.155.190.188,100,273,True,2017-12-20 21:57:27,R_3g7Y4Jn5dcRJXJV,,,,,40.626007080078,-74.094200134277,anonymous,EN,Yes,Yes,Yes,6.534,10.128,11.335,4,Definitely not,No,0,0,2.377,0,6.537,6.537,8.326,1,,4.128,50.233,98.555,2,"It's a three story house. It has two chimneys. It's made of brick, or at the very least has a very lovely brick facade. It has lots of large windows. There's tons of greenery around the house.  ",,,,,,,,,6.382,34.82,43.025,15,,,,,69.892,69.892,74.28,1,"It's a three story house. It appears to be made out of brick. It has a green tint to it, as if it was covered in moss (but in a really good, old-fashioned New Englandy sort of way). It has a lot of windows. It has a really nice looking front door. There's a little iron fence around the house. ",0.763,0.763,4.313,1,,273,4079145388,
2017-12-20 21:53:08,2017-12-20 21:57:36,IP Address,174.101.219.169,100,267,True,2017-12-20 21:57:36,R_8dIjRDaMyvEc3PX,,,,,39.883407592773,-83.830001831055,anonymous,EN,Yes,Yes,Yes,1.721,9.936,14.908,4,Definitely not,No,3.322,3.322,3.859,1,9.825,9.825,17.363,1,,3.273,3.749,62.063,3,The house has a beautiful brick exterior. Large open windows to let the sun in. There are two chimneys on either end of the house. Infront of the house is a split pathway that goes along the side of a little flower garden.,,,,,,,,,3.329,7.159,80.222,2,,,,,1.612,3.015,46.545,6,The house is a boring grey color. It has two chimneys on either end of the roof. There are many smaller windows on the house. The door is a flat boring color that doesn't grab the eyes attention.,3.384,4.019,11.069,2,Nothing that I can think of.,267,8363459510,
2017-12-20 21:53:02,2017-12-20 21:57:41,IP Address,108.72.237.78,100,278,True,2017-12-20 21:57:41,R_2arUR8TvPX2w6Kf,,,,,41.656494140625,-86.347297668457,anonymous,EN,Yes,Yes,Yes,9.166,10.189,11.241,2,Definitely not,No,0,0,5.256,0,30.493,40.688,42.095,5,,6.55,6.55,60.975,1,The house is mostly red brick. There are well-maintained scrubs and plants in front of it. It appears to be two stories with an attic. There is no visible driveway.,,,,,,,,,,,,,21.692,24.449,25.734,4,3.533,3.533,69.793,1,It's set very close to the sidewalk. It has a black railing protecting the house and plants in front of it. It's a brown brick house with white windows. There are many windows on the second floor.,0,0,4.826,0,,278,8477240935,
2017-12-20 21:52:59,2017-12-20 21:57:53,IP Address,172.124.107.223,100,294,True,2017-12-20 21:57:54,R_2EcnF3WeYmGLhXj,,,,,36.035507202148,-78.83910369873,anonymous,EN,Yes,Yes,Yes,23.789,25.649,33.781,2,Definitely not,Yes,6.559,6.559,6.842,1,14.143,14.143,16.125,1,,3.409,3.409,63.277,1,"It's an old brick two story house. It is large and well maintained on the exterior. The house looks large on the inside with what appears to be at least five bedrooms. The roof needs some work, but the house still maintains its charm. Two beautiful bay windows are the focal point of the house.",,,,,,,,,51.064,63.259,85.342,3,,,,,2.12,2.12,55.905,1,"The house looks very bleak. The brown colors are muted, and nothing jumps out at you to distinguish the house. It looks old and worn down. The house looks very unappealing and something you would drive by without a second glance. ",2.528,2.528,13.188,1,"Thanks for the study, best of luck to you in your research. ",294,296279811,
2017-12-20 21:53:03,2017-12-20 21:58:05,IP Address,49.34.71.38,100,302,True,2017-12-20 21:58:06,R_9Xn4XPyaA1uRUyJ,,,,,22.300003051758,70.783294677734,anonymous,EN,Yes,Yes,Yes,12.748,14.963,16.614,2,Definitely yes,Yes,0,0,7.38,0,12.194,12.194,12.996,1,,7.439,104.184,111.497,2,"The flower in front of the house are adoring. The two chimneys at both end of the house gives perfect look for the house. House look well settled and complete. ",0,0,59.849,0,,,,,,,,,,,,,0.859,0.859,55.549,1,"The house is caper cord. The house seems bit old but well settled. The texture of the house is bit old. However, the windows are placed nice.",0.795,0.795,5.954,1,,302,3849181598,
2017-12-20 21:53:30,2017-12-20 21:58:18,IP Address,73.7.100.97,100,287,True,2017-12-20 21:58:18,R_1FeSpzUJG0lxb2G,,,,,33.918792724609,-84.067802429199,anonymous,EN,Yes,Yes,Yes,13.212,14.076,16.254,2,A little bit,Yes,1.927,1.927,7.618,1,9.527,9.527,17.598,1,,4.59,4.59,65.038,1,"An attractive and compact two story brick home.  Classic colors and design, with a nice feel.  It sits on a well landscaped lot, and has been nicely maintained.  A beautiful home for anyone who likes timeless properties.",,,,,,,,,,,,,7.659,22.294,23.919,4,4.277,4.277,111.391,1,"A wonderfully sturdy home for any large family.  Brick construction with neutral colors offers an opportunity to apply a broad palette to personalize it.  Three stories will provide plenty of room for the kids to spread out on rainy days.  Classic, comfortable, and traditional to appeal to anyone who likes the familiar.",7.385,7.385,12.909,1,Good luck with your research.,287,358423250,
2017-12-20 21:55:31,2017-12-20 21:58:32,IP Address,73.135.156.32,100,180,True,2017-12-20 21:58:32,R_1BRxLPzKurCLaw1,,,,,39.551193237305,-76.994697570801,anonymous,EN,Yes,Yes,Yes,6.015,11.649,13.187,3,Definitely not,No,2.451,4.755,6.786,2,4.634,4.634,9.6,1,,4.965,6.916,53.482,2,The house looks like it was built in the 1930's.  It is a brick home.  The home has a beautiful landscape.  The house has wonderful architecture from the outside.,34.352,34.352,35.649,1,,,,,,,,,,,,,2.992,20.913,32.002,2,This home has quite a few windows.  It is beige in color.  This is a brick home.  The front of the home looks a little bland.,0,0,9.549,0,,180,9417162598,
2017-12-20 21:52:58,2017-12-20 21:59:18,IP Address,173.26.139.230,100,379,True,2017-12-20 21:59:19,R_3PYto0fMuEAnUOC,,,,,37.170196533203,-93.329696655273,anonymous,EN,Yes,Yes,Yes,15.904,21.008,21.813,2,Not really,Yes,0,0,3.374,0,9.346,9.346,11.468,1,,8.376,8.376,81.112,1,The house is made of grey and red bricks. The house has three upper levels. The house has two chimneys placed at opposite sides of the house. The house has trim that is white.,,,,,0,0,120.365,0,,,,,,,,,3.642,3.642,111.735,1,This house is traditionally Georgian style. It has five window bays. The roof top is gabled. The entryway is has columns and a hood.,1.048,1.048,5.099,1,,379,164796509,
2017-12-20 21:53:11,2017-12-20 21:59:50,IP Address,216.180.246.195,100,399,True,2017-12-20 21:59:50,R_2zV1pesndjfIRuq,,,,,33.781402587891,-84.58740234375,anonymous,EN,Yes,Yes,Yes,26.409,31.256,32.125,2,Definitely not,No,0,0,5.234,0,14.312,14.312,14.946,1,,57.78,157.426,179.108,3,"This is a four sided brick house. The house has two stories, with a third story attic. There are two bay windows in the front of the house. This is a very cute house, with a very nice front yard. ",,,,,,,,,,,,,9.611,9.611,48.316,1,10.228,71.334,96.549,5,"This is a four-sided brick home with 3 stories, including the attic. The home has two chimneys, with probably a fireplace in each room. This is a beautiful home.",0,0,5.206,0,,399,4223757153,
2017-12-20 21:52:42,2017-12-20 21:59:56,IP Address,71.185.187.216,100,433,True,2017-12-20 21:59:56,R_3Hua0UTzTaIHGHQ,,,,,40.101196289062,-75.178001403809,anonymous,EN,Yes,Yes,Yes,13.43,19.334,20.358,3,A little bit,Yes,0,0,3.596,0,25.174,25.174,45.999,1,,2.927,2.927,46.987,1,"The house is mainly red and gray. It has a red roof, with red brick outline around the windows. It has two bay windows on the first floor. It also has many red flowers in the front lawn.",,,,,,,,,,,,,6.324,6.324,241.361,1,2.425,12.665,52.733,2,"This is a brown house with a hint of orange. It is all brick and has a lot of windows too. It seems more like an older house, and has a rustic look. It also has three floors to it.",0.428,0.428,3.409,1,,433,71336189,
